batch_idx,model,acc,f1,precision,recall,bac,mcc,f1_ema
27,ensemble,0.7645,0.6919555264879006,1.0,0.529,0.7645,0.59968267158069,0.6898641404418677
28,rf,0.734,0.6376021798365122,1.0,0.468,0.734,0.5527051915086619,0.6413514525451394
28,xgb,0.5965,0.3235540653813915,1.0,0.193,0.5965,0.3268131915981141,0.3169321777847855
28,sgd_static,0.764,0.6923076923076923,0.9943820224719101,0.531,0.764,0.5967553330389782,0.6923050822465702
28,sgd_adaptive,0.9995,0.9995002498750625,0.999000999000999,1.0,0.9995,0.9990004995003746,0.9990164248925648
28,ensemble,0.762,0.6876640419947506,1.0,0.524,0.762,0.5958301353032602,0.6890941059853768
29,rf,0.7325,0.6348122866894198,1.0,0.465,0.7325,0.5503922202313594,0.6390627444956376
29,xgb,0.5925,0.31223628691983124,1.0,0.185,0.5925,0.31926223493493144,0.3152886159820515
29,sgd_static,0.7615,0.6900584795321637,0.9851576994434137,0.531,0.7615000000000001,0.5893620918442987,0.691518771296528
29,sgd_adaptive,1.0,1.0,1.0,1.0,1.0,1.0,0.9993606761801672
29,ensemble,0.761,0.6859395532194481,1.0,0.522,0.761,0.5942894689765253,0.6879900125173017
